subject,trial,fixnum,fixdur,leftval,rightval,rt,choice,roi,revfixnum
16,95,2,458,10,5,860,1,1,1
16,96,1,219,6,6,1056,0,1,2
16,96,2,458,6,6,1056,0,2,1
16,97,1,259,7,5,1025,1,2,2
16,97,2,458,7,5,1025,1,1,1
16,98,1,478,9,5,815,1,1,1
16,99,1,100,5,3,1503,1,1,2
16,99,2,997,5,3,1503,1,2,1
16,100,1,140,4,5,2128,1,1,3
16,100,2,697,4,5,2128,1,2,2
16,100,3,878,4,5,2128,1,1,1
